DBN,schoolName,type,totalGC&SW,totalGC,totalSW,fulltime_GC,fulltime_SW,parttime_GC,parttime_SW,bilingual_GC,bilingual_SW,GC_ServeLocMoreThanOne,SW_ServeLocMoreThanOne,SY19-20Enrollment,enrollmentRatioTotal,enrollmentratio_GC,enrollmentratio_SW,ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
03M054,J.H.S. 054 Booker T. Washington,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3.0,0.3,3,0,0.0,0.3,0.0,0,0.0,0.3,825,254,275,825,03M054,M,1.0,M054,J.H.S. 054 BOOKER T. WASHINGTON,Junior High-Intermediate-Middle,1.0,3.0,3.0,103 WEST 107 STREET,NY,10025,ELANA ELSTER,212-678-2861,212-316-0883,"06,07,08,SE",MANHATTAN,"103 WEST 107 STREET, NY, 10025","103 W 107th St, New York, NY 10025, USA",40.8004677,-73.96266229999999
03M084,P.S. 084 Lillian Weber,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,687,687,687,687,03M084,M,1.0,M084,P.S. 084 LILLIAN WEBER,Elementary,1.0,3.0,3.0,32 WEST  92 STREET,NY,10025,ROBIN SUNDICK,212-799-2534,212-501-9071,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"32 WEST  92 STREET, NY, 10025","32 W 92nd St, New York, NY 10025, USA",40.7894371,-73.9680806
03M185,The Locke School of Arts and Engineering,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,347,347,347,347,03M185,M,1.0,M185,P.S. 185 JOHN M. LANGSTON,Early Childhood,1.0,3.0,3.0,20 WEST 112 STREET,NY,10026,JANE MURPHY,212-534-7490,212-831-8613,"PK,0K,01,02,SE",MANHATTAN,"20 WEST 112 STREET, NY, 10026","20 W 112th St, New York, NY 10026, USA",40.7984949,-73.9498493
03M241,STEM Institute of Manhattan,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,1.0,0,0.0,0.0,97,49,49,97,03M241,M,1.0,M241,P.S. 241 FAMILY ACADEMY,K-8,1.0,3.0,3.0,240 WEST 113 STREET,NY,10026,DIANA DIAZ,212-678-2898,212-678-2975,"0K,01,02,03,04,05,08,SE",MANHATTAN,"240 WEST 113 STREET, NY, 10026","240 W 113th St, New York, NY 10026, USA",40.8016724,-73.95540710000002
03M242,P.S. 242 - The Young Diplomats Magnet Academy,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,140,70,70,140,03M242,M,1.0,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOO,Elementary,1.0,3.0,3.0,134 WEST 122 STREET,NY,10027,DENISE GOMEZ,212-678-2908,212-678-2927,"0K,01,02,03,04,05,SE",MANHATTAN,"134 WEST 122 STREET, NY, 10027","134 W 122nd St, New York, NY 10027, USA",40.8063157,-73.9487487
03M243,M.S. 243 Center School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,0.4,0.6,0,0,0.4,0.6,0.0,0,0.0,0.2,247,247,247,247,03M243,M,1.0,M243,M.S. 243 CENTER SCHOOL,Junior High-Intermediate-Middle,1.0,3.0,3.0,100 WEST  84 STREET,NY,10024,ELAINE SCHWARTZ,212-799-1477,212-579-9728,"05,06,07,08,SE",MANHATTAN,"100 WEST  84 STREET, NY, 10024","100 W 84th St, New York, NY 10024, USA",40.7850907,-73.973866
03M245,M.S. M245 The Computer School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,403,345,403,403,03M245,M,1.0,M245,M.S. M245 THE COMPUTER SCHOOL,Junior High-Intermediate-Middle,1.0,3.0,3.0,100 WEST  77 STREET,NY,10024,HENRY ZYMECK,917-441-0873,212-678-5908,"06,07,08,SE",MANHATTAN,"100 WEST  77 STREET, NY, 10024","100 W 77th St, New York, NY 10024, USA",40.7810978,-73.97809649999999
03M247,M.S. M247 Dual Language Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,231,198,231,231,03M247,M,1.0,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1.0,3.0,3.0,32 WEST  92 STREET,NY,10025,CLAUDIA AGUIRRE,212-799-2653,212-579-2407,"06,07,08,SE",MANHATTAN,"32 WEST  92 STREET, NY, 10025","32 W 92nd St, New York, NY 10025, USA",40.7894371,-73.9680806
03M250,M.S. 250 West Side Collaborative Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,152,130,152,152,03M250,M,1.0,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1.0,3.0,3.0,735 WEST END AVENUE,NY,10025,JEANNE ROTUNDA,212-866-6313,212-678-5295,"06,07,08,SE",MANHATTAN,"735 WEST END AVENUE, NY, 10025","735 West End Ave, New York, NY 10025, USA",40.7952089,-73.9739578
03M256,Lafayette Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,143,72,72,143,03M256,M,1.0,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Junior High-Intermediate-Middle,1.0,3.0,3.0,154 WEST  93 STREET,NY,10025,Jeffrey S. Perl,212-222-2857,212-531-0586,"06,07,08,SE",MANHATTAN,"154 WEST  93 STREET, NY, 10025","154 W 93rd St, New York, NY 10025, USA",40.7912562,-73.9711111
03M258,Community Action School - MS 258,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,1.0,0,0.0,0.2,244,203,244,244,03M258,M,1.0,M258,M.S. 258 COMMUNITY ACTION SCHOOL,Junior High-Intermediate-Middle,1.0,3.0,3.0,154 WEST  93 STREET,NY,10025,JOHN CURRY,212-678-5888,212-961-1613,"06,07,08,SE",MANHATTAN,"154 WEST  93 STREET, NY, 10025","154 W 93rd St, New York, NY 10025, USA",40.7912562,-73.9711111
03M291,West End Secondary School,SECONDARY SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,0.0,0,0.0,0.0,534,178,178,534,,,,,,,,,,,,,,,,,,"227-243 West 61st Street, Manhattan, 10023","227 W 61st St #243, New York, NY 10023, USA",40.7726113,-73.988348
03M307,"Urban Assembly School for Media Studies, The",HIGH SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,0.0,0,0.0,0.0,409,136,136,409,03M307,M,1.0,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",High school,1.0,3.0,3.0,122 AMSTERDAM AVENUE,NY,10023,CORDELIA VEVE,212-501-1110,212-580-0156,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE, NY, 10023","122 Amsterdam Ave, New York, NY 10023, USA",40.7748463,-73.9856659
03M334,The Anderson School,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,522,522,522,522,03M334,M,1.0,M334,THE ANDERSON SCHOOL,K-8,1.0,3.0,3.0,100 WEST  77 STREET,NY,10024,JODI HYDE,212-595-7193,212-496-2854,"0K,01,02,03,04,05,06,07,08",MANHATTAN,"100 WEST  77 STREET, NY, 10024","100 W 77th St, New York, NY 10024, USA",40.7810978,-73.97809649999999
03M403,The Global Learning Collaborative,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,419,419,419,419,03M403,M,1.0,M403,THE GLOBAL LEARNING COLLABORATIVE,High school,1.0,3.0,3.0,145 WEST  84 STREET,NY,10024,JENNIFER ZINN,212-918-1983,212-877-1138,"09,10,SE",MANHATTAN,"145 WEST  84 STREET, NY, 10024","145 W 84th St, New York, NY 10024, USA",40.7860105,-73.9740956
03M415,Wadleigh Secondary School for the Performing & Vis,SECONDARY SCHOOL,3.0,3.0,0.0,3,0,0.0,0.0,0.0,0,0.0,0.0,313,104,104,313,03M415,M,1.0,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,Secondary School,1.0,3.0,3.0,215 WEST 114 STREET,NY,10026,HERMA HALL,212-749-5800,212-749-6463,"06,07,08,09,10,11,12,SE",MANHATTAN,"215 WEST 114 STREET, NY, 10026","215 W 114th St, New York, NY 10026, USA",40.8025744,-73.95414029999999
03M417,Frank McCourt High School,HIGH SCHOOL,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,402,186,201,402,03M417,M,1.0,M417,FRANK McCOURT HIGH SCHOOL,High school,1.0,3.0,3.0,145 WEST  84 STREET,NY,10024,Danielle Salzberg,212-362-2015,212-362-5926,"09,SE",MANHATTAN,"145 WEST  84 STREET, NY, 10024","145 W 84th St, New York, NY 10024, USA",40.7860105,-73.9740956
03M421,West Prep Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,183,83,92,183,03M421,M,1.0,M421,WEST PREP ACADEMY,Junior High-Intermediate-Middle,1.0,3.0,3.0,150 WEST 105 STREET,NY,10025,Roberto Padilla,212-362-1674,212-362-2794,"06,07,SE",MANHATTAN,"150 WEST 105 STREET, NY, 10025","150 W 105th St, New York, NY 10025, USA",40.7990784,-73.965096
03M492,"High School for Law, Advocacy and Community Justic",HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,405,203,203,405,03M492,M,1.0,M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",High school,1.0,3.0,3.0,122 AMSTERDAM AVENUE,NY,10023,MIRIAM NIGHTENGALE,212-501-1201,212-501-1195,"09,10,11,12,SE",MANHATTAN,"122 AMSTERDAM AVENUE, NY, 10023","122 Amsterdam Ave, New York, NY 10023, USA",40.7748463,-73.9856659
03M860,Frederick Douglass Academy II Secondary School,SECONDARY SCHOOL,3.3,3.0,0.3,3,0,0.0,0.3,0.0,0,0.0,0.3,321,99,107,321,03M860,M,1.0,M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Secondary School,1.0,3.0,3.0,215 WEST 114 STREET,NY,10026,Osei Owusu-Afriyie,212-865-9260,212-865-9281,"06,07,08,09,10,11,12,SE",MANHATTAN,"215 WEST 114 STREET, NY, 10026","215 W 114th St, New York, NY 10026, USA",40.8025744,-73.95414029999999
03M862,Mott Hall II,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2.0,0.2,2,0,0.0,0.2,0.0,0,0.0,0.2,415,192,208,415,03M862,M,1.0,M862,MOTT HALL II,Junior High-Intermediate-Middle,1.0,3.0,3.0,234 WEST 109 STREET,NY,10025,ANA DE LOS SANTOS,212-678-2960,212-222-0560,"06,07,08,SE",MANHATTAN,"234 WEST 109 STREET, NY, 10025","234 W 109th St, New York, NY 10025, USA",40.8026474,-73.9660602
04M007,P.S. 007 Samuel Stern,K-8,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,366,183,183,366,04M007,M,1.0,M007,P.S. 007 SAMUEL STERN,K-8,1.0,4.0,4.0,160 EAST 120 STREET,NY,10035,RACQUEL JONES,212-860-5827,212-860-6070,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"160 EAST 120 STREET, NY, 10035","160 E 120th St, New York, NY 10035, USA",40.8007729,-73.9393346
04M083,P.S. 083 Luis Munoz Rivera,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,371,371,371,371,04M083,M,1.0,M083,P.S. 083 LUIS MUNOZ RIVERA,Elementary,1.0,4.0,4.0,219 EAST 109 STREET,NY,10029,FRANCES CASTILLO,212-860-5847,212-860-6073,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"219 EAST 109 STREET, NY, 10029","219 E 109th St, New York, NY 10029, USA",40.7931298,-73.9418125
04M224,M.S. 224 Manhattan East School for Arts & Academic,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2.0,0.2,2,0,0.0,0.2,1.0,0,0.0,0.2,208,96,104,208,04M224,M,1.0,M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMIC,Junior High-Intermediate-Middle,1.0,4.0,4.0,410 EAST 100 STREET,NY,10029,Liliana Sarro,212-860-6047,212-410-0678,"06,07,08,SE",MANHATTAN,"410 EAST 100 STREET, NY, 10029","410 E 100th St, New York, NY 10029, USA",40.7851753,-73.9424573
04M310,The Judith S. Kaye School,HIGH SCHOOL,GC and SW counts reflected on 79M331 budget,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,147,see note in column D,see note in column D,see note in column D,,,,,,,,,,,,,,,,,,"321 East 96 Street, Manhattan, 10128","321 E 96th St, New York, NY 10029, USA",40.7838182,-73.9448453
04M375,Mosaic Preparatory Academy,ELEMENTARY,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,254,127,127,254,04M375,M,1.0,M375,MOSAIC PREPARATORY ACADEMY,Elementary,1.0,4.0,4.0,141 EAST 111 STREET,NY,10029,LISETTE CAESAR,212-722-3109,212-722-3167,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"141 EAST 111 STREET, NY, 10029","141 E 111th St, New York, NY 10029, USA",40.7959016,-73.9446616
04M377,Renaissance School of the Arts,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1.0,0.2,1,0,0.0,0.2,0.0,0,0.0,0.2,202,173,202,202,04M377,M,1.0,M377,RENAISSANCE SCHOOL OF THE ARTS,Junior High-Intermediate-Middle,1.0,4.0,4.0,410 EAST 100 STREET,NY,10029,TAMMY PATE,212-369-1564,212-369-1693,"06,07,08,SE",MANHATTAN,"410 EAST 100 STREET, NY, 10029","410 E 100th St, New York, NY 10029, USA",40.7851753,-73.9424573
04M610,Young Women's Leadership School,SECONDARY SCHOOL,1.4,1.2,0.2,1,0,0.2,0.2,0.0,0,0.2,0.2,474,347,395,474,04M610,M,1.0,M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,Secondary School,1.0,4.0,4.0,105 EAST 106 STREET,NY,10029,ALTHEA BRADSHAW-TYSON,212-289-7593,212-289-7728,"06,07,08,09,10,11,12",MANHATTAN,"105 EAST 106 STREET, NY, 10029","105 E 106th St, New York, NY 10029, USA",40.792935,-73.94716799999999
04M680,"Heritage School, The",HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,1.0,0,0.0,0.0,311,156,156,311,04M680,M,1.0,M680,"HERITAGE SCHOOL, THE",High school,1.0,4.0,4.0,1680 LEXINGTON AVENUE,NY,10029,LUIS ALBERTO DUANY,212-828-2858,212-828-2861,"09,10,11,12,SE",MANHATTAN,"1680 LEXINGTON AVENUE, NY, 10029","1680 Lexington Ave, New York, NY 10029, USA",40.7918963,-73.94686589999999
04M964,Central Park East II,K-8,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,466,466,466,466,04M964,M,1.0,M964,CENTRAL PARK EAST II,Elementary,1.0,4.0,4.0,19 EAST 103 STREET,NY,10029,NAOMI SMITH,212-860-5992,212-410-6041,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"19 EAST 103 STREET, NY, 10029","19 E 103rd St, New York, NY 10029, USA",40.7923184,-73.951458
05M125,P.S. 125 Ralph Bunche,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,303,303,303,303,05M125,M,1.0,M125,P.S. 125 RALPH BUNCHE,Elementary,1.0,5.0,5.0,425 WEST 123 STREET,NY,10027,RAFAELA ESPINAL PACHECO,212-666-6400,212-749-1291,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"425 WEST 123 STREET, NY, 10027","425 W 123rd St, New York, NY 10027, USA",40.810687,-73.95606099999999
05M154,P.S. 154 Harriet Tubman,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,282,282,282,282,05M154,M,1.0,M154,P.S. 154 HARRIET TUBMAN,Elementary,1.0,5.0,5.0,250 WEST 127 STREET,NY,10027,ELIZABETH JARRETT,212-864-2400,212-864-3933,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"250 WEST 127 STREET, NY, 10027","250 W 127th St, New York, NY 10027, USA",40.8106338,-73.9487487
05M157,The Urban Assembly School for Global Commerce,HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,233,117,117,233,,,,,,,,,,,,,,,,,,"2005 MADISON AVENUE, Manhattan, 10035","2005 Madison Ave, New York, NY 10035, USA",40.80706259999999,-73.9388293
05M194,P.S. 194 Countee Cullen,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,185,185,185,185,05M194,M,1.0,M194,P.S. 194 COUNTEE CULLEN,Elementary,1.0,5.0,5.0,244 WEST 144 STREET,NY,10030,Charyn Koppelson Cleary,212-690-5954,212-862-5743,"0K,01,02,03,04,05,SE",MANHATTAN,"244 WEST 144 STREET, NY, 10030","244 W 144th St, New York, NY 10030, USA",40.8212338,-73.9406204
05M285,Harlem Renaissance High School,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,213,213,213,213,05M285,M,1.0,M285,HARLEM RENAISSANCE HIGH SCHOOL,High school,1.0,5.0,5.0,22 EAST 128 STREET,NY,10035,Nadav Zeimer,212-996-3795,212-996-4354,"09,10,11,12,SE",MANHATTAN,"22 EAST 128 STREET, NY, 10035","22 E 128th St, New York, NY 10035, USA",40.80780439999999,-73.9399775
05M286,Urban Assembly Academy for Future Leaders,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,103,103,103,103,05M286,M,1.0,M286,I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY,Junior High-Intermediate-Middle,1.0,5.0,5.0,509 WEST 129 STREET,NY,10027,QADIR BEN DIXON,212-690-5972,212-694-4124,"06,07,08,SE",MANHATTAN,"509 WEST 129 STREET, NY, 10027","509 W 129th St, New York, NY 10027, USA",40.8156813,-73.95577449999999
05M304,Mott Hall High School,HIGH SCHOOL,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,239,239,239,239,05M304,M,1.0,M304,MOTT HALL HIGH SCHOOL,High school,1.0,5.0,5.0,6 EDGECOMBE AVENUE,NY,10030,Altagracia Villalona,212-690-5501,212-690-5047,"09,10,11,12,SE",MANHATTAN,"6 EDGECOMBE AVENUE, NY, 10030","6 Edgecombe Ave, New York, NY 10030, USA",40.8174596,-73.94714139999999
05M318,Thurgood Marshall Academy Lower School,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,206,206,206,206,05M318,M,1.0,M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,Elementary,1.0,5.0,5.0,276 WEST 151ST STREET,NY,10039,SEAN DAVENPORT,212-368-8731,212-368-8641,"0K,01,02,03,04,05",MANHATTAN,"276 WEST 151ST STREET, NY, 10039","276 W 151st St, New York, NY 10039, USA",40.8258675,-73.9378107
05M362,Columbia Secondary School,SECONDARY SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,1.0,0,0.0,0.0,698,349,349,698,05M362,M,1.0,M362,COLUMBIA SECONDARY SCHOOL,Junior High-Intermediate-Middle,1.0,5.0,5.0,425 WEST 123 STREET,NY,10027,Gary Biester,212-666-1278,212-666-3805,"06,07,08,09,SE",MANHATTAN,"425 WEST 123 STREET, NY, 10027","425 W 123rd St, New York, NY 10027, USA",40.810687,-73.95606099999999
05M371,School of Earth Exploration and Discovery Harlem (SEED Harlem),JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,77,77,77,77,,,,,,,,,,,,,,,,,,"425 WEST 130 STREET, Manhattan, 10027","425 W 130th St, New York, NY 10027, USA",40.8150175,-73.9521927
05M514,New Design Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,138,138,138,138,05M514,M,1.0,M514,New Design Middle School,Junior High-Intermediate-Middle,1.0,5.0,5.0,625 WEST 133 STREET,NY,10027,Dan Black,718-935-3597,,"06,07,08",MANHATTAN,"625 WEST 133 STREET, NY, 10027","625 W 133rd St, New York, NY 10027, USA",40.81970159999999,-73.9567465
05M670,Thurgood Marshall Academy for Learning and Social,SECONDARY SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,541,271,271,541,05M670,M,1.0,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,Secondary School,1.0,5.0,5.0,200-214 WEST 135TH STREET,NY,10030,Sandye Johnson,212-283-8055,212-283-8109,"06,07,08,09,10,11,12,SE",NEW YORK,"200-214 WEST 135TH STREET, NY, 10030","200 W 135th St #214, New York, NY 10030, USA",40.8152484,-73.9443203
05M692,"High School for Mathematics, Science and Engineeri",HIGH SCHOOL,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,485,243,243,485,05M692,M,1.0,M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERI",High school,1.0,5.0,5.0,240 CONVENT AVE,NY,10031,WILLIAM DUGAN,212-281-6490,212-281-6918,"09,10,11,12",NEW YORK,"240 CONVENT AVE, NY, 10031","240 Convent Ave, New York, NY 10031, USA",40.8214739,-73.94903889999999
06M008,P.S. 008 Luis Belliard,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,480,480,480,480,06M008,M,1.0,M008,P.S. 008 LUIS BELLIARD,Elementary,1.0,6.0,6.0,465 WEST 167 STREET,NY,10032,RAFAELA LANDIN,212-928-4364,212-928-4072,"0K,01,02,03,04,05,SE",MANHATTAN,"465 WEST 167 STREET, NY, 10032","465 W 167th St, New York, NY 10032, USA",40.8392786,-73.9366251
06M018,P.S. 018 Park Terrace,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,349,349,349,349,06M018,M,1.0,M018,P.S. 018 PARK TERRACE,K-8,1.0,6.0,6.0,4124 9 AVENUE,NY,10034,Connie Mejia,212-567-4353,212-304-1423,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"4124 9 AVENUE, NY, 10034","4124 9th Ave, New York, NY 10034, USA",40.8716912,-73.9117038
06M098,P.S. 098 Shorac Kappock,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,414,414,414,414,06M098,M,1.0,M098,P.S. 098 SHORAC KAPPOCK,Elementary,1.0,6.0,6.0,512 WEST 212 STREET,NY,10034,MARITZA RODRIGUEZ,212-927-7870,212-569-1827,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"512 WEST 212 STREET, NY, 10034","512 W 212th St, New York, NY 10034, USA",40.8678429,-73.9176573
06M132,P.S. 132 Juan Pablo Duarte,ELEMENTARY,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,205,205,205,205,06M132,M,1.0,M132,P.S. 132 JUAN PABLO DUARTE,Elementary,1.0,6.0,6.0,185 WADSWORTH AVENUE,NY,10033,XIOMARA NOVA,212-927-7857,212-568-8163,"0K,01,02,03,04,05,SE",MANHATTAN,"185 WADSWORTH AVENUE, NY, 10033","185 Wadsworth Ave, New York, NY 10033, USA",40.8505665,-73.9339155
06M143,J.H.S. 143 Eleanor Roosevelt,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,222,222,222,222,06M143,M,1.0,M143,J.H.S. 143 ELEANOR ROOSEVELT,Junior High-Intermediate-Middle,1.0,6.0,6.0,511 WEST 182ND STREET,NY,10033,OURANIA PAPPAS,212-927-7739,212-781-5539,"06,07,08,SE",MANHATTAN,"511 WEST 182ND STREET, NY, 10033","511 W 182nd St, New York, NY 10033, USA",40.8490987,-73.9311063
06M187,P.S./I.S. 187 Hudson Cliffs,K-8,4.0,4.0,0.0,4,0,0.0,0.0,0.0,0,0.0,0.0,785,196,196,785,06M187,M,1.0,M187,P.S. 187 HUDSON CLIFFS,K-8,1.0,6.0,6.0,349 CABRINI BOULEVARD,NY,10040,Ms. Cynthia Chory,212-927-8218,212-795-9119,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"349 CABRINI BOULEVARD, NY, 10040","349 Cabrini Blvd, New York, NY 10040, USA",40.8560964,-73.93703839999999
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,K-8,1.0,1.0,0.0,1,0,0.0,0.0,1.0,0,0.0,0.0,430,430,430,430,06M210,M,1.0,M210,P.S. 210 - 21ST CENTURY ACADEMY,K-8,1.0,6.0,6.0,501-503 WEST 152 STREET,NY,10031,EVELYN LINARES,212-283-0012,212-283-0017,"PK,0K,01,02,03,04,05,06,07,08,SE",NEW YORK,"501-503 WEST 152 STREET, NY, 10031","501-503 W 152nd St, New York, NY 10031, USA",40.8299318,-73.9445704
06M223,The Mott Hall School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2.0,0.0,2,0,0.0,0.0,0.0,0,0.0,0.0,290,145,145,290,06M223,M,1.0,M223,THE MOTT HALL SCHOOL,Junior High-Intermediate-Middle,1.0,6.0,6.0,71-111 CONVENT AVE,NY,10027,CYNTHIA ARNDT,212-281-5028,212-491-3451,"06,07,08,SE",MANHATTAN,"71-111 CONVENT AVE, NY, 10027","71 Convent Ave, New York, NY 10027, USA",40.81577679999999,-73.95265189999999
06M278,Paula Hedbavny School,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,521,521,521,521,06M278,M,1.0,M278,P.S./I.S. 278,K-8,1.0,6.0,6.0,421 W 219TH ST,NY,10034,MAUREEN GUIDO,212-942-3440,,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"421 W 219TH ST, NY, 10034","421 W 219th St, New York, NY 10034, USA",40.8714909,-73.9122076
06M293,City College Academy of the Arts,SECONDARY SCHOOL,3.2,3.0,0.2,3,0,0.0,0.2,2.0,0,0.0,0.2,612,191,204,612,06M293,M,1.0,M293,CITY COLLEGE ACADEMY OF THE ARTS,Secondary School,1.0,6.0,6.0,4600 BROADWAY,NY,10040,Bernadette Drysdale,212-567-3164,212-567-3958,"06,07,08,09,10,11,SE",MANHATTAN,"4600 BROADWAY, NY, 10040","4600 Broadway, New York, NY 10040, USA",40.8608344,-73.9300119
06M311,Amistad Dual Language School,K-8,1.0,1.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,427,427,427,427,06M311,M,1.0,M311,AMISTAD DUAL LANGUAGE SCHOOL,K-8,1.0,6.0,6.0,4862 BROADWAY,NY,10034,MIRIAM PEDRAJA,212-544-8021,212-569-7765,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"4862 BROADWAY, NY, 10034","4862 Broadway, New York, NY 10034, USA",40.8662865,-73.9239496
