ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,fullAddress,gcode,latitude,longitude
17K189      ,K,2,K189,P.S. 189 LINCOLN TERRACE,K-8,1,17,17,1100 EAST NEW YORK AVENUE,NY,11212,Ms. Berthe G. Faustin,718-756-0210,718-604-1865,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"1100 EAST NEW YORK AVENUE, NY, 11212","1100 E New York Ave, Brooklyn, NY 11212, USA",40.6654264,-73.92567100000001
19K190      ,K,2,K190,P.S. 190 SHEFFIELD,Elementary,1,19,19,590 SHEFFIELD AVENUE,NY,11207,STEPHAUN HILL,718-346-8780,718-345-8765,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"590 SHEFFIELD AVENUE, NY, 11207","590 Sheffield Ave, Brooklyn, NY 11207, USA",40.6622521,-73.8947836
17K191      ,K,2,K191,P.S. 191 PAUL ROBESON,Elementary,1,17,17,1600 PARK PLACE,NY,11233,Mrs. Elsi Capolongo,718-756-1206,718-756-5417,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1600 PARK PLACE, NY, 11233","1600 Park Pl, Brooklyn, NY 11233, USA",40.67184109999999,-73.92412689999999
20K192      ,K,2,K192,P.S. 192 BROOKLYN,K-8,1,20,20,4715 18 AVENUE,NY,11204,LISET ISAAC,718-633-3061,718-871-8721,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"4715 18 AVENUE, NY, 11204","4715 18th Ave, Brooklyn, NY 11204, USA",40.6289228,-73.979789
22K193      ,K,2,K193,P.S. 193 GIL HODGES,Elementary,1,22,22,2515 AVENUE L,NY,11210,Frank A. Cimino,718-338-9011,718-338-9074,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"2515 AVENUE L, NY, 11210","2515 Avenue L, Brooklyn, NY 11210, USA",40.6218095,-73.9504018
22K194      ,K,2,K194,P.S. 194 RAOUL WALLENBERG,Elementary,1,22,22,3117 AVENUE W,NY,11229,Mary Zissler-Lynch,718-648-8804,718-934-0244,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"3117 AVENUE W, NY, 11229","3117 Avenue W, Brooklyn, NY 11229, USA",40.5973303,-73.9338696
22K195      ,K,2,K195,P.S. 195 MANHATTAN BEACH,Elementary,1,22,22,131 IRWIN STREET,NY,11235,ARTHUR FORMAN,718-648-9102,718-934-0625,"PK,0K,01,02,03,04,05",BROOKLYN,"131 IRWIN STREET, NY, 11235","131 Irwin St, Brooklyn, NY 11235, USA",40.5804759,-73.9437891
14K196      ,K,2,K196,P.S. 196 TEN EYCK,Elementary,1,14,14,207 BUSHWICK AVENUE,NY,11206,Janine Colon,718-497-0139,718-628-5134,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"207 BUSHWICK AVENUE, NY, 11206","207 Bushwick Ave, Brooklyn, NY 11206, USA",40.708637,-73.9394264
22K197      ,K,2,K197,P.S. 197 BROOKLYN,Elementary,1,22,22,1599 EAST  22 STREET,NY,11210,Rosemarie Barbiere Nicolet*,718-377-7890,718-377-7505,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1599 EAST  22 STREET, NY, 11210","1599 E 22nd St, Brooklyn, NY 11210, USA",40.6125705,-73.9516447
22K198      ,K,2,K198,P.S. 198 BROOKLYN,Elementary,1,22,22,4105 FARRAGUT ROAD,NY,11210,Joy-Ann Morgan,718-282-4920,718-940-0821,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"4105 FARRAGUT ROAD, NY, 11210","4105 Farragut Rd, Brooklyn, NY 11203, USA",40.6374913,-73.93694649999999
21K199      ,K,2,K199,P.S. 199 FREDERICK WACHTEL,Elementary,1,21,21,1100 ELM AVENUE,NY,11230,ROSALIA BACARELLA,718-339-1422,718-336-5562,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1100 ELM AVENUE, NY, 11230","1100 Elm Ave, Brooklyn, NY 11230, USA",40.6165667,-73.9631339
20K200      ,K,2,K200,P.S. 200 BENSON SCHOOL,Elementary,1,20,20,1940 BENSON AVENUE,NY,11214,JAVIER MUNIZ,718-236-5466,718-232-3428,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1940 BENSON AVENUE, NY, 11214","1940 Benson Ave, Brooklyn, NY 11214, USA",40.6030132,-74.0019641
20K201      ,K,2,K201,J.H.S. 201 THE DYKER HEIGHTS,Junior High-Intermediate-Middle,1,20,20,8010 12 AVENUE,NY,11228,Ms. Madeleine Brennan,718-833-9363,718-836-1786,"06,07,08,SE",BROOKLYN,"8010 12 AVENUE, NY, 11228","8010 12th Ave, Brooklyn, NY 11228, USA",40.6186835,-74.0131655
19K202      ,K,2,K202,P.S. 202 ERNEST S. JENKYNS,K-8,1,19,19,982 HEGEMAN AVENUE,NY,11208,Pauline Smith-Gayle,718-649-7880,718-927-2173,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"982 HEGEMAN AVENUE, NY, 11208","982 Hegeman Ave, Brooklyn, NY 11208, USA",40.6661578,-73.8761335
22K203      ,K,2,K203,P.S. 203 FLOYD BENNETT,Elementary,1,22,22,5101 AVENUE M,NY,11234,LISA ESPOSITO,718-241-8488,718-209-9641,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"5101 AVENUE M, NY, 11234","5101 Ave. M, Brooklyn, NY 11234, USA",40.6219237,-73.9259244
20K204      ,K,2,K204,P.S. 204 VINCE LOMBARDI,Elementary,1,20,20,8101 15 AVENUE,NY,11228,Mrs. Marie Reilly,718-236-2906,718-232-9265,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"8101 15 AVENUE, NY, 11228","8101 15th Ave, Brooklyn, NY 11228, USA",40.613556,-74.00646309999999
20K205      ,K,2,K205,P.S. 205 CLARION,Elementary,1,20,20,6701 20 AVENUE,NY,11204,BETH GRATER,718-236-2380,718-331-7299,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"6701 20 AVENUE, NY, 11204","6701 20th Ave, Brooklyn, NY 11204, USA",40.6147564,-73.9870892
22K206      ,K,2,K206,P.S. 206 JOSEPH F LAMB,K-8,1,22,22,2200 GRAVESEND NECK ROAD,NY,11229,DEIRDRE KEYES,718-743-5598,718-332-4986,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"2200 GRAVESEND NECK ROAD, NY, 11229","2200 Gravesend Neck Rd, Brooklyn, NY 11229, USA",40.5972728,-73.9484272
22K207      ,K,2,K207,P.S. 207 ELIZABETH G. LEARY,K-8,1,22,22,4011 FILLMORE AVENUE,NY,11234,MARY BOSCO,718-645-8667,718-645-8139,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"4011 FILLMORE AVENUE, NY, 11234","4011 Fillmore Ave, Brooklyn, NY 11234, USA",40.6137068,-73.9301496
18K208      ,K,2,K208,P.S. 208 ELSA EBELING,Elementary,1,18,18,4801 AVENUE D,NY,11203,Ms. Kristy Parris,718-629-1670,718-451-0185,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"4801 AVENUE D, NY, 11203","4801 Avenue D, Brooklyn, NY 11203, USA",40.6424792,-73.9307007
21K209      ,K,2,K209,P.S. 209 MARGARET MEAD,K-8,1,21,21,2609 EAST  7 STREET,NY,11235,Frances Locurcio,718-743-1954,718-743-6361,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"2609 EAST  7 STREET, NY, 11235","2609 E 7th St, Brooklyn, NY 11235, USA",40.5866912,-73.9616521
18K211      ,K,2,K211,I.S. 211 JOHN WILSON,Junior High-Intermediate-Middle,1,18,18,1001 EAST 100 STREET,NY,11236,Buffie Simmons-Peart,718-251-4411,718-241-2503,"06,07,08,SE",BROOKLYN,"1001 EAST 100 STREET, NY, 11236","1001 East 100th Street, Brooklyn, NY 11236, USA",40.6432708,-73.8958401
21K212      ,K,2,K212,P.S. 212 LADY DEBORAH MOODY,Elementary,1,21,21,87 BAY  49 STREET,NY,11214,JOSEPHINE MARSELLA,718-266-4841,718-266-7080,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"87 BAY  49 STREET, NY, 11214","87 Bay 49th St, Brooklyn, NY 11214, USA",40.5875384,-73.98562
19K213      ,K,2,K213,P.S. 213 NEW LOTS,Elementary,1,19,19,580 HEGEMAN AVENUE,NY,11207,Anne Lee Bernard,718-257-4034,718-272-3446,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"580 HEGEMAN AVENUE, NY, 11207","580 Hegeman Ave, Brooklyn, NY 11207, USA",40.6599865,-73.890282
19K214      ,K,2,K214,P.S. 214 MICHAEL FRIEDSAM,Elementary,1,19,19,2944 PITKIN AVENUE,NY,11208,PATRICIA TUBRIDY,718-647-1740,718-827-5838,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"2944 PITKIN AVENUE, NY, 11208","2944 Pitkin Ave, Brooklyn, NY 11208, USA",40.6762696,-73.86308650000001
21K215      ,K,2,K215,P.S.  215  MORRIS H.  WEISS,Elementary,1,21,21,415 AVENUE S,NY,11223,ANTONELLA BOVE,718-339-2464,718-998-7235,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"415 AVENUE S, NY, 11223","415 Ave. S, Brooklyn, NY 11223, USA",40.6026062,-73.9699019
21K216      ,K,2,K216,P.S. 216 ARTURO TOSCANINI,Elementary,1,21,21,350 AVENUE X,NY,11223,CELIA KAPLINSKY,718-645-2862,718-645-2610,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"350 AVENUE X, NY, 11223","350 Avenue X, Brooklyn, NY 11223, USA",40.5902191,-73.9698713
22K217      ,K,2,K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,Elementary,1,22,22,1100 NEWKIRK AVENUE,NY,11230,FRANCA CONTI,718-434-6960,718-434-8170,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1100 NEWKIRK AVENUE, NY, 11230","1100 Newkirk Ave, Brooklyn, NY 11230, USA",40.6337679,-73.96624390000001
19K218      ,K,2,K218,J.H.S. 218 JAMES P. SINNOTT,Junior High-Intermediate-Middle,1,19,19,370 FOUNTAIN AVENUE,NY,11208,Alison Breedy,718-647-9050,718-827-5839,"06,07,08,SE",BROOKLYN,"370 FOUNTAIN AVENUE, NY, 11208","370 Fountain Ave, Brooklyn, NY 11208, USA",40.6698815,-73.87434189999999
18K219      ,K,2,K219,P.S. 219 KENNEDY-KING,Elementary,1,18,18,1060 CLARKSON AVENUE,NY,11212,Ms. Winsome Smith,718-342-0493,718-345-3065,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1060 CLARKSON AVENUE, NY, 11212","1060 Clarkson Ave, Brooklyn, NY 11212, USA",40.6591609,-73.922434
20K220      ,K,2,K220,J.H.S. 220 JOHN J. PERSHING,Junior High-Intermediate-Middle,1,20,20,4812 9 AVENUE,NY,11220,LORETTA WITEK,718-633-8200,718-871-7466,"06,07,08,SE",BROOKLYN,"4812 9 AVENUE, NY, 11220","4812 9th Ave, Brooklyn, NY 11220, USA",40.6407804,-74.0009541
17K221      ,K,2,K221,P.S. 221 TOUSSAINT L'OUVERTURE,Elementary,1,17,17,791 EMPIRE BOULEVARD,NY,11213,Clara Moodie-Kirkland,718-756-0122,718-953-2657,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"791 EMPIRE BOULEVARD, NY, 11213","791 Empire Blvd, Brooklyn, NY 11213, USA",40.6639642,-73.9360397
22K222      ,K,2,K222,P.S. 222 KATHERINE R. SNYDER,Elementary,1,22,22,3301 QUENTIN ROAD,NY,11234,LOUISE BLAKE,718-998-4298,718-339-2107,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"3301 QUENTIN ROAD, NY, 11234","3301 Quentin Rd, Brooklyn, NY 11234, USA",40.6136595,-73.939059
20K223      ,K,2,K223,J.H.S. 223 THE MONTAUK,Junior High-Intermediate-Middle,1,20,20,4200 16 AVENUE,NY,11204,ANDREW FRANK,718-438-0155,718-871-7477,"06,07,08,SE",BROOKLYN,"4200 16 AVENUE, NY, 11204","4200 16th Ave, Brooklyn, NY 11219, USA",40.6349179,-73.9824083
19K224      ,K,2,K224,P.S. 224 HALE A. WOODRUFF,Elementary,1,19,19,757 WORTMAN AVENUE,NY,11208,GEORGE ANDREWS,718-235-3600,718-827-5840,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,"757 WORTMAN AVENUE, NY, 11208","757 Wortman Ave, Brooklyn, NY 11208, USA",40.6646549,-73.8658889
21K225      ,K,2,K225,P.S. K225 - THE EILEEN E. ZAGLIN,K-8,1,21,21,1075 OCEAN VIEW AVENUE,NY,11235,JOSEPH MONTEBELLO,718-743-9793,718-743-7096,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"1075 OCEAN VIEW AVENUE, NY, 11235","1075 Ocean View Ave, Brooklyn, NY 11235, USA",40.57980999999999,-73.9560103
21K226      ,K,2,K226,P.S. 226 ALFRED DE B.MASON,K-8,1,21,21,6006 23 AVENUE,NY,11204,SHERRY TANNENBAUM,718-256-1118,718-256-0384,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"6006 23 AVENUE, NY, 11204","6006 23rd Ave, Brooklyn, NY 11204, USA",40.6151804,-73.9769882
20K227      ,K,2,K227,J.H.S. 227 EDWARD B. SHALLOW,Junior High-Intermediate-Middle,1,20,20,6500 16 AVENUE,NY,11204,Brenda D. Champion,718-256-8218,718-234-6204,"06,07,08,SE",BROOKLYN,"6500 16 AVENUE, NY, 11204","6500 16th Ave, Brooklyn, NY 11204, USA",40.6220794,-73.9956286
21K228      ,K,2,K228,I.S. 228 DAVID A. BOODY,Junior High-Intermediate-Middle,1,21,21,228 AVENUE S,NY,11223,DOMINICK D'ANGELO,718-375-7635,718-376-1209,"06,07,08,SE",BROOKLYN,"228 AVENUE S, NY, 11223","228 Ave. S, Brooklyn, NY 11223, USA",40.6006781,-73.9770341
20K229      ,K,2,K229,P.S. 229 DYKER,K-8,1,20,20,1400 BENSON AVENUE,NY,11228,Robert Zappulla,718-236-5447,718-331-8173,"PK,0K,01,02,03,04,05,06,07,SE",BROOKLYN,"1400 BENSON AVENUE, NY, 11228","1400 Benson Ave, Brooklyn, NY 11228, USA",40.6100818,-74.0136246
15K230      ,K,2,K230,P.S. 230 DORIS L. COHEN,Elementary,1,15,15,1 ALBEMARLE ROAD,NY,11218,SHARON FIDEN,718-437-6135,718-871-2624,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1 ALBEMARLE ROAD, NY, 11218","1 Albemarle Rd, Brooklyn, NY 11218, USA",40.6455722,-73.9807532
75K231      ,K,2,K231,P.S. K231,K-8,1,20,75,5601 16 AVENUE,NY,11204,Christina Foti,718-853-1884,718-853-5388,"0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"5601 16 AVENUE, NY, 11204","5601 16th Ave, Brooklyn, NY 11204, USA",40.6267129,-73.9895684
18K233      ,K,2,K233,P.S. 233 LANGSTON HUGHES,Elementary,1,18,18,9301 AVENUE B,NY,11236,DENEAN STEPHENS-SPELLMAN,718-346-8103,718-345-3078,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"9301 AVENUE B, NY, 11236","9301 Avenue B, Brooklyn, NY 11236, USA",40.6514193,-73.9139793
22K234      ,K,2,K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,Junior High-Intermediate-Middle,1,22,22,1875 EAST  17 STREET,NY,11229,SUSAN SCHAEFFER,718-645-1334,718-645-7759,"06,07,08,SE",BROOKLYN,"1875 EAST  17 STREET, NY, 11229","1875 E 17th St, Brooklyn, NY 11229, USA",40.6045068,-73.9552235
18K235      ,K,2,K235,P.S. 235 LENOX,K-8,1,18,18,525 LENOX ROAD,NY,11203,LISA SOLITARIO,718-773-4869,718-773-0048,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"525 LENOX ROAD, NY, 11203","525 Lenox Rd, Brooklyn, NY 11203, USA",40.655042,-73.9406764
22K236      ,K,2,K236,P.S. 236 MILL BASIN,Elementary,1,22,22,6302 AVENUE U,NY,11234,Mary Theresa Nelson,718-444-6969,718-241-6630,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"6302 AVENUE U, NY, 11234","6302 Avenue U, Brooklyn, NY 11234, USA",40.6159136,-73.9125133
21K238      ,K,2,K238,P.S. 238 ANNE SULLIVAN,K-8,1,21,21,1633 EAST  8 STREET,NY,11223,Harla Joy Musoff-Weiss,718-339-4355,718-998-4351,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"1633 EAST  8 STREET, NY, 11223","1633 E 8th St, Brooklyn, NY 11223, USA",40.6086363,-73.96468270000001
21K239      ,K,2,K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,Junior High-Intermediate-Middle,1,21,21,2401 NEPTUNE AVENUE,NY,11224,CAROL MOORE,718-266-0814,718-266-1693,"06,07,08,SE",BROOKLYN,"2401 NEPTUNE AVENUE, NY, 11224","2401 Neptune Ave, Brooklyn, NY 11224, USA",40.5787151,-73.9924608
22K240      ,K,2,K240,ANDRIES HUDDE,Junior High-Intermediate-Middle,1,22,22,2500 NOSTRAND AVENUE,NY,11210,Elena S. O'Sullivan,718-253-3700,718-253-0356,"06,07,08,SE",BROOKLYN,"2500 NOSTRAND AVENUE, NY, 11210","2500 Nostrand Ave., Brooklyn, NY 11210, USA",40.6239694,-73.9470955
17K241      ,K,2,K241,P.S. 241 EMMA L. JOHNSTON,Elementary,1,17,17,976 PRESIDENT STREET,NY,11225,Frantz Lucius,718-636-4725,718-230-5468,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"976 PRESIDENT STREET, NY, 11225","976 President St, Brooklyn, NY 11225, USA",40.6688936,-73.9606878
16K243      ,K,2,K243,P.S. 243 WEEKSVILLE,Elementary,1,16,16,1580 DEAN STREET,NY,11213,KAREN HAMBRIGHT-GLOVE,718-953-1658,718-778-0492,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1580 DEAN STREET, NY, 11213","1580 Dean St, Brooklyn, NY 11213, USA",40.6758257,-73.9355229
18K244      ,K,2,K244,P.S. 244 RICHARD R. GREEN,Elementary,1,18,18,5404 TILDEN AVENUE,NY,11203,Ms. Grace Alesia,718-346-6240,718-345-3083,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"5404 TILDEN AVENUE, NY, 11203","5404 Tilden Ave, Brooklyn, NY 11203, USA",40.6479192,-73.92546519999999
22K245      ,K,2,K245,P.S. 245,Elementary,1,22,22,249 EAST 17TH STREET,NY,11226,Pat Kannengieser,718-284-2330,718-856-0646,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"249 EAST 17TH STREET, NY, 11226","249 E 17th St, Brooklyn, NY 11226, USA",40.64478039999999,-73.9628965
17K246      ,K,2,K246,M.S. 246 WALT WHITMAN,Junior High-Intermediate-Middle,1,17,17,72 VERONICA PLACE,NY,11226,BENTLY WARRINGTON,718-282-5230,718-284-6429,"06,07,08,SE",BROOKLYN,"72 VERONICA PLACE, NY, 11226","72 Veronica Pl, Brooklyn, NY 11226, USA",40.6481939,-73.9534785
20K247      ,K,2,K247,P.S. 247 BROOKLYN,Elementary,1,20,20,7000 21 AVENUE,NY,11204,Christopher E. Ogno,718-236-4205,718-331-8563,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"7000 21 AVENUE, NY, 11204","7000 21st Ave, Brooklyn, NY 11204, USA",40.6121647,-73.9873646
17K249      ,K,2,K249,P.S. 249 THE CATON,Elementary,1,17,17,18 MARLBOROUGH ROAD,NY,11226,Ms. Elisa Brown,718-282-8828,718-284-5146,"PK,0K,01,02,03,SE",BROOKLYN,"18 MARLBOROUGH ROAD, NY, 11226","18 Marlborough Rd, Brooklyn, NY 11226, USA",40.6497568,-73.96638159999999
14K250      ,K,2,K250,P.S. 250 GEORGE H. LINDSAY,Elementary,1,14,14,108 MONTROSE AVENUE,NY,11206,NORA BARNES,718-384-0889,718-302-2314,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"108 MONTROSE AVENUE, NY, 11206","108 Montrose Ave, Brooklyn, NY 11206, USA",40.7068735,-73.9454882
22K251      ,K,2,K251,P.S. 251 PAEDERGAT,Elementary,1,22,22,1037 EAST  54 STREET,NY,11234,STEVEN BOYER,718-251-4110,718-241-3200,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1037 EAST  54 STREET, NY, 11234","1037 E 54th St, Brooklyn, NY 11234, USA",40.6312396,-73.9239955
21K253      ,K,2,K253,P.S. 253,Elementary,1,21,21,601 OCEANVIEW AVENUE,NY,11235,Lisa Speroni,718-332-3331,718-743-7194,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"601 OCEANVIEW AVENUE, NY, 11235","601 Ocean View Ave, Brooklyn, NY 11235, USA",40.5800951,-73.96171609999999
22K254      ,K,2,K254,P.S. 254 DAG HAMMARSKJOLD,Elementary,1,22,22,1801 AVENUE Y,NY,11235,LINDA ALHONOTE,718-743-0890,718-332-4477,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1801 AVENUE Y, NY, 11235","1801 Ave Y, Brooklyn, NY 11235, USA",40.5909705,-73.951458
22K255      ,K,2,K255,P.S. 255 BARBARA REING SCHOOL,Elementary,1,22,22,1866 EAST  17 STREET,NY,11229,Linda L. Singer,718-376-8494,718-627-0626,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1866 EAST  17 STREET, NY, 11229","1866 E 17th St, Brooklyn, NY 11229, USA",40.604366,-73.9558663
13K256      ,K,2,K256,P.S. 256 BENJAMIN BANNEKER,Elementary,1,13,13,114 KOSCIUSKO STREET,NY,11216,SHARYN HEMPHILL,718-857-9820,718-783-7384,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"114 KOSCIUSKO STREET, NY, 11216","114 Kosciuszko St, Brooklyn, NY 11216, USA",40.6905691,-73.9498049
14K257      ,K,2,K257,P.S. 257 JOHN F. HYLAN,Elementary,1,14,14,60 COOK STREET,NY,11206,Brian Leavy-DeVale,718-384-7128,718-387-8115,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"60 COOK STREET, NY, 11206","60 Cook St, Brooklyn, NY 11206, USA",40.7027512,-73.9412174
20K259      ,K,2,K259,J.H.S. 259 WILLIAM MCKINLEY,Junior High-Intermediate-Middle,1,20,20,7305 FT HAMILTON PARKWAY,NY,11228,JANICE GEARY,718-833-1000,718-833-3419,"06,07,08,SE",BROOKLYN,"7305 FT HAMILTON PARKWAY, NY, 11228","7305 Fort Hamilton Pkwy, Brooklyn, NY 11228, USA",40.6264814,-74.0149914
19K260      ,K,2,K260,P.S. 260 BREUCKELEN,Elementary,1,19,19,875 WILLIAMS AVENUE,NY,11207,PIERRE RAYMOND,718-649-9216,718-927-2215,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,"875 WILLIAMS AVENUE, NY, 11207","875 Williams Ave, Brooklyn, NY 11207, USA",40.6540103,-73.894627
15K261      ,K,2,K261,P.S. 261 PHILIP LIVINGSTON,Elementary,1,15,15,314 PACIFIC STREET,NY,11201,ZIPPORIAH MILLS,718-330-9275,718-875-9503,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"314 PACIFIC STREET, NY, 11201","314 Pacific St, Brooklyn, NY 11201, USA",40.68709200000001,-73.9883804
16K262      ,K,2,K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,Elementary,1,16,16,500 MACON STREET,NY,11233,JOELETHA FERGUSON,718-453-0780,718-453-0679,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,"500 MACON STREET, NY, 11233","500 Macon St, Brooklyn, NY 11233, USA",40.6830836,-73.92978219999999
13K265      ,K,2,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,Secondary School,1,13,13,101 PARK AVENUE,NY,11205,PAULA HOLMES,718-834-6760,718-834-6776,"06,07,08,09,10,11,12,SE",BROOKLYN,"101 PARK AVENUE, NY, 11205","101 Park Ave, Brooklyn, NY 11205, USA",40.6967968,-73.9760706
13K266      ,K,2,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,13,13,62 PARK PLACE,NY,11217,MICHELE ROBINSON,718-857-2291,718-857-2347,"06,07,08,SE",BROOKLYN,"62 PARK PLACE, NY, 11217","62 Park Pl, Brooklyn, NY 11217, USA",40.6787211,-73.9763369
16K267      ,K,2,K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",Junior High-Intermediate-Middle,1,16,16,800 GATES AVENUE,NY,11221,PATRICIA KING,718-574-2318,718-574-2320,"06,07,08,SE",BROOKLYN,"800 GATES AVENUE, NY, 11221","800 Gates Ave, Brooklyn, NY 11221, USA",40.6878785,-73.93222279999999
18K268      ,K,2,K268,P.S. 268 EMMA LAZARUS,Elementary,1,18,18,133 EAST  53 STREET,NY,11203,Vangela Kirton,718-773-5332,718-493-7448,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"133 EAST  53 STREET, NY, 11203","133 E 53rd St, Brooklyn, NY 11203, USA",40.6574139,-73.92780739999999
22K269      ,K,2,K269,P.S. 269 NOSTRAND,Elementary,1,22,22,1957 NOSTRAND AVENUE,NY,11210,PHYLLIS CORBIN,718-941-2800,718-940-3098,"03,04,05,SE",BROOKLYN,"1957 NOSTRAND AVENUE, NY, 11210","1957 Nostrand Ave., Brooklyn, NY 11210, USA",40.63778860000001,-73.94746289999999
13K270      ,K,2,K270,P.S. 270 JOHANN DEKALB,Elementary,1,13,13,241 EMERSON PLACE,NY,11205,MITRA LUTCHMAN,718-622-2443,718-622-3370,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"241 EMERSON PLACE, NY, 11205","241 Emerson Pl, Brooklyn, NY 11205, USA",40.6899725,-73.96106019999999
18K272      ,K,2,K272,P.S. 272 CURTIS ESTABROOK,Elementary,1,18,18,101-24 SEAVIEW AVENUE,NY,11236,DAKOTA KEYES,718-241-1300,718-241-5549,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"101-24 SEAVIEW AVENUE, NY, 11236","10124 Seaview Ave, Brooklyn, NY 11236, USA",40.6356012,-73.88645520000001
19K273      ,K,2,K273,P.S. 273 WORTMAN,Elementary,1,19,19,923 JEROME STREET,NY,11207,MELESSA AVERY,718-649-5739,718-927-2230,"0K,01,02,03,04,05,SE",BROOKLYN,"923 JEROME STREET, NY, 11207","923 Jerome St, Brooklyn, NY 11207, USA",40.6582896,-73.8792113
32K274      ,K,2,K274,P.S. 274 KOSCIUSKO,Elementary,1,32,32,800 BUSHWICK AVENUE,NY,11221,Maritza Ollivierra-Jones,718-574-0273,718-574-1059,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"800 BUSHWICK AVENUE, NY, 11221","800 Bushwick Ave, Brooklyn, NY 11221, USA",40.69464199999999,-73.9278137
18K276      ,K,2,K276,P.S. 276 LOUIS MARSHALL,Elementary,1,18,18,1070 EAST  83 STREET,NY,11236,Yasmine Fidelia,718-241-5757,718-241-5560,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1070 EAST  83 STREET, NY, 11236","1070 E 83rd St, Brooklyn, NY 11236, USA",40.6337115,-73.90796619999999
22K277      ,K,2,K277,P.S. 277 GERRITSEN BEACH,Elementary,1,22,22,2529 GERRITSEN AVENUE,NY,11229,Jeanne M. Fish,718-743-6689,718-368-0920,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"2529 GERRITSEN AVENUE, NY, 11229","2529 Gerritsen Ave, Brooklyn, NY 11229, USA",40.5958779,-73.9279629
